CODE,NAME,COMMON NAME,OWNERSHIP,TYPE,STATUS,ZONE,DISTRICT,DATE OPENED,LATITUDE,LONGITUDE
MU210666,Likanga Estate Clinic,Likanga,Private,Clinic,Non-functional,South West Zone,Mulanje,Jan 1st 75,-16.08306,35.58609
ZA230667,Likangala Health Centre,Likangala,Government,Health Centre,Functional,South West Zone,Zomba,Jun 21st 93,-15.42787,35.54461
MC190668,Likhonyowa,Likhonyowa,Government,Health Post,Functional,South West Zone,Machinga,Jan 1st 75,-14.959359,35.790527
LK180669,Likoma/St Peters,Chipyera,Christian Health Association of Malawi (CHAM),Hospital,Functional,North Zone,Likoma,Jan 1st 75,-12.0650755,34.73657
NT120670,Likudzi U5 Clinic Health Post,Likudzi,Government,Clinic,Non-functional,Centrals West Zone,Ntcheu,Jan 1st 75,-15.11015,34.82945
LL040671,Likuni Mission Hospital,Ku Mission,Christian Health Association of Malawi (CHAM),Hospital,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.02683,33.70886
LL040672,Lilongwe City Assembly Chinsap,Cha City pa ma kesha,Non-Government,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-14.01331,33.73171
LL040673,Lilongwe City Assembly - Mtsiriza Clinic,Lilongwe City Assembly - Mtsiriza,Government,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
LL040674,Lilongwe City Assembly Staff Clinic,City assembly,Government,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.98972,33.77049
LL040675,Lilongwe Health Clinic - Limbe Muslim Jamat,Lilongwe Health Clinic - Limbe Muslim,Mission/Faith-based (other than CHAM),Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.96642,33.76625
LL040676,Lilongwe Private Clinic,Lilongwe Private,Private,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
BT240677,Limbe Diagnostic,Diagnostics,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.81863,35.05639
BT240678,Limbe Health Centre,Limbe,Government,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.816967,35.051775
BT240679,Limbe Home Based Care,Limbe Home Based Care,Non-Government,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.81714,35.05187
BT240680,Limbe Leaf Tobacco - Limbe,Limbe Leaf Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.81361,35.07035
LL040681,Limbe Leaf Tobacco Co. Ltd. Cl,Limbe Leaf Private Clinic,Private,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.89319,33.80263
BT240682,Limbe Medical Clinic,limbe Medical Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.81,35.06
BT240683,Limbe Muslim,Limbe Muslim,Mission/Faith-based (other than CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,,
BT240684,Limbe Muslim Jamat - Blantyre,Limbe Muslim Jamat - Blantyre,Mission/Faith-based (other than CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,,
BT240685,Limbe Muslim Jamat - Diagnostic,LMJ Diagnostic centre,Other,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.82,35.06
BT240686,Limbe Muslim Jamat - Habiba Mussa Clinic,Limbe Muslim Jamat - Habiba Mussa Clinic,Mission/Faith-based (other than CHAM),Dispensary,Functional,South East Zone,Blantyre,Jan 1st 75,-15.3882832,35.3135438
BT240687,Limbe Muslim Jamat - Kachere,Limbe Muslim Jamat - Kachere,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.81,35.06
BT240688,Limbe Muslim Jamat - Kanjedza,LMJ,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.81,35.06
BT240689,Limbe Muslim Jamat - Limbe,Limbe Muslim Jamat Limbe,Other,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.82,35.06
BT240690,Limbe Muslim Jamat - Makhetha,Hajira,Other,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.78,35.07
BT240691,Limbe Muslim Jamat - Mbayani,Limbe Muslim Jamat - Mbayani,Mission/Faith-based (other than CHAM),Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,,
BT240692,Limbe Muslim Jamat Clinic,Limbe Muslim Jamat Clinic,Mission/Faith-based (other than CHAM),Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,,
MU210693,Limbuli Estate Clinic,Limbuli,Private,Clinic,Functional,South West Zone,Mulanje,Jan 1st 75,-16.05504,35.72129
LL040694,"Lingadzi Private Clinic, Kayam",Lingadzi pvt,Private,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.97384,33.76003
MU210695,"Lingalawe, Albert. Chiluli Pri",Lingalawe,Private,Clinic,Functional,South West Zone,Mulanje,Jan 1st 75,-16.00946,35.48489
KU070696,Linyangwa Health Centre,Linyagwa Health Centre,Government,Health Centre,Functional,Central East Zone,Kasungu,Dec 1st 02,-13.14379,33.3005
NT120697,"Lipande, MacDonald. Tachira Bi",Tachila,Private,Clinic,Non-functional,Centrals West Zone,Ntcheu,Jan 1st 75,-14.65106,34.5566
BT240698,Lirangwe Health Centre,Lilangwe,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.52963,35.02973
KU070699,Lisa Private Clinic,Lisa,Mission/Faith-based (other than CHAM),Clinic,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-13.43941,33.39342
NE290700,Lisungwi Community Hospital,Lisungwi Community Hospital,Government,Hospital,Functional,South East Zone,Neno,Jan 1st 75,-15.3954489,34.6531105
KB050701,Liuzi Health Centre,Liuzi,Government,Health Centre,Functional,North Zone,Nkhata Bay,Jan 1st 84,-12.18971,34.01572
RU140702,David Gordon Memorial Hospital (Livingstonia Mission Hospital),Khondowe,Christian Health Association of Malawi (CHAM),Hospital,Functional,North Zone,Rumphi,Jan 1st 75,-10.60467,34.1109
KU070703,Livwezi Health Centre,Livwezi,Government,Health Centre,Functional,Central East Zone,Kasungu,Jan 1st 14,-12.893461,33.678996
NK100704,Liwaladzi Health Centre,St Anne's,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.62054,34.16538
MG200705,Liwonde Medical Clinic,Chili kumtima,Private,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,-15.06782,35.22473
MC190706,Liwonde Medical Clinic, Chilikumtima,Private,Dispensary,Functional,South West Zone,Machinga,Jan 1st 75,-15.06782,35.22473
NT120707,Lizulu Health Centre,Lizulu,Government,Health Centre,Functional,Centrals West Zone,Ntcheu,Jan 1st 75,-14.51775,34.46547
DE030708,Lobi Health Centre,Lobi,Government,Health Centre,Functional,Centrals West Zone,Dedza,Dec 30th 74,-14.39034,34.07182
KU070709,Lodjwa Health Centre,Lodjwa,Government,Dispensary,Functional,Central East Zone,Kasungu,Jan 1st 04,-12.41898,33.52947
MG200710,Logos pvt clinic,Logos pvt clinic,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,,
MC010711,Ludzi St Joseph's Mission Hospital,Ludzi Community hospital,Christian Health Association of Malawi (CHAM),Hospital,Functional,Centrals West Zone,Mchinji,Jan 1st 49,-13.75862,32.99271
CP060712,Lufita,Lufita,Government,Health Post,Non-functional,North Zone,Chitipa,Jan 1st 75,-9.713421,33.356036
KA150713,Lughano Private Clinic,Lughano,Private,Clinic,Functional,North Zone,Karonga,Sep 26th 16,-9.9386275,33.9212449
MG200714,Lugola Health Centre,Lugola,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-13.9617583,35.14273
MU210715,Lujeri Health Centre,Lujeri Health Centre,Private,Health Post,Functional,South West Zone,Mulanje,Jan 1st 75,-15.987206,35.416687
MG200716,Lukoloma Health Post,Lukoloma,Government,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,-13.834763,35.103171
MG200717,Lulanga Health Centre,Lulanga,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-13.68744,34.91742
NS300718,Lulwe Health Centre,Lulwe mission,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Nsanje,Jan 1st 75,-17.08765,35.11415
LL040719,Lumbadzi Health Centre,Chinkhuti,Government,Health Centre,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.77074,33.80477
LL040720,Lumbadzi Masm Clinic,Lumbadzi Masm,Non-Government,Clinic,Non-functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.75818,33.81183
TH310721,"Lumbe, John L.",Mdziwika Clinic,Private,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,-15.92153,35.08464
BT240722,Lumbira / Mitsidi Health Centre,Mitsidi,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.77702,34.96873
BT240723,Lundu Health Centre,Lundu,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.42185,35.01294
ZA230724,Lungazi,Lungazi,Government,Health Post,Functional,South West Zone,Zomba,Jan 1st 06,-15.418725,35.846034
BT240725,Lungu,Lungu Private Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.82999,35.07883
MG200726,Lungwena Health Centre,Lungwena,Government,Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-14.24501,35.24804
MZ160727,Lunjika Health Centre,Lunjika,Christian Health Association of Malawi (CHAM),Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-11.71429859,33.6857335
NK100728,Lupachi,Lupachi,Government,Health Post,Functional,Central East Zone,Nkhotakota,Jan 1st 75,-12.318585,33.779585
KA150729,Lupaso,Lupaso,Government,Health Post,Functional,North Zone,Karonga,Jul 31st 88,-9.930017,33.853121
KA150730,Lupembe Health Centre,Lupembe,Government,Health Centre,Functional,North Zone,Karonga,Jan 1st 87,-10.4889233,34.16902
RU140731,Lura Health Centre,Dukuduku,Government,Health Centre,Functional,North Zone,Rumphi,Jan 1st 75,-10.72638,34.04408
MZ160732,Lusangazi Dispensary,Lusangazi,Christian Health Association of Malawi (CHAM),Dispensary,Functional,North Zone,Mzimba,Jan 1st 75,-11.49979,33.94291
LK180733,Lusungu private clinic,Lusungu,Private,Clinic,Functional,North Zone,Likoma,Jan 1st 75,-12.064708,34.740964
LL040734,Lutheran Mobile Clinic,Lutheran Mobile Clinic,Christian Health Association of Malawi (CHAM),Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
MZ160735,Luviri,Luviri,Government,Health Post,Functional,North Zone,Mzimba,Jan 1st 75,-12.2033,33.665772
MZ160736,Luvwere Health Centre,Luvwere,Government,Dispensary,Functional,North Zone,Mzimba,Jan 1st 75,-11.3889883,33.6728017
MG200737,Luwalika Health Centre,Luwalika,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-14.23797,35.46952
NE290738,Luwani Health Centre,Luwani Health Centre,Government,Health Centre,Functional,South East Zone,Neno,Jan 1st 75,-15.3955218,34.6531907
MU210739,Luwanje,Luwannje Health Post,Christian Health Association of Malawi (CHAM),Health Post,Functional,South West Zone,Mulanje,Jan 1st 75,-15.9872824,35.4166259
MZ160740,Luwawa Health Centre,Luwawa,Government,Health Centre,Functional,North Zone,Mzimba,Feb 1st 64,-12.11337,33.71943
MZ160741,Luwerezi Health Centre,LUWEREZI,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-12.48825,33.64119
RU140742,Luwuchi Health Centre,Luwuchi,Christian Health Association of Malawi (CHAM),Health Centre,Functional,North Zone,Rumphi,Dec 29th 71,-10.68353,34.19353
MZ160743,Luzi Health Centre,Luzi Near M1 Road,Government,Health Centre,Functional,North Zone,Mzimba,Jan 1st 75,-10.99681,33.95583
KB050744,Lwazi Health Centre,Lwazi Health Centre,Government,Health Centre,Functional,North Zone,Nkhata Bay,Jan 1st 39,-11.51864,34.15115
KA150745,Lwezga Health Centre,Lwezga,Government,Health Centre,Functional,North Zone,Karonga,Dec 31st 74,-9.9548558 ,33.9116481
SA090746,M & M Medical and Dental Clini,M & M,Private,Clinic,Non-functional,Central East Zone,Salima,Jan 1st 75,-13.77024,34.43795
ZA230747,M'mambo Health Centre,M'mambo,Government,Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,-15.26264,35.15945
MZ160748,Mabiri Health Centre,Mabiri,Christian Health Association of Malawi (CHAM),Health Centre,Functional,North Zone,Mzimba,Jun 15th 74,-12.2459011,33.4298413
CK270749,"Mabwera, Walson D. Chinyanje P",Chinyanje,Private,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,-16.0430261 ,34.7991556
MU210750,"Machado, Alfred W. J. Machado",Machado,Private,Clinic,Non-functional,South West Zone,Mulanje,Jan 1st 75,-16.02668,35.50529
NT120751,Machereza Health Post,Matchereza,Government,Health Post,Functional,Centrals West Zone,Ntcheu,Jul 1st 09,-15.20665,34.84761
MC190752,Machinga District Hospital,ku District,Government,District Hospital,Functional,South West Zone,Machinga,Jan 1st 75,-15.06229,35.2263
MC190753,Machinga Health Centre,Machinga Boma,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,-15.1773,35.29565
MC190754,Machinga Private Clinic,Machinga Private Clinic,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South West Zone,Machinga,Jan 1st 75,-14.87401,35.52903
ZA230755,Machinjiri Health Centre,Joyce Banda,Government,Health Centre,Functional,South West Zone,Zomba,Dec 14th 08,-15.23666,35.41707
BT240756,Macro -Blantyre,Macro -Blantyre,Non-Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,,
KA150757,MACRO Karonga Centre,MACRO,Private,Dispensary,Functional,North Zone,Karonga,Jan 1st 75,,
KU070758,MACRO Kasungu Centre,MACRO,Mission/Faith-based (other than CHAM),Clinic,Non-functional,Central East Zone,Kasungu,Jan 1st 75,,
LL040759,Macro Lilongwe,Macro,Non-Government,Clinic,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,-13.99819,33.776
MZ160760,Macro Mzuzu,Macro,Private,Clinic,Functional,North Zone,Mzimba,Jan 1st 75,-11.4649,34.00439
MC190761,Madalitso Private Clinic,Madalitso Clinic,Private,Clinic,Non-functional,South West Zone,Machinga,Jan 1st 75,-14.99319,35.49219
MC010762,Madalitso Private Clinic,Madalitso,Private,Clinic,Functional,Centrals West Zone,Mchinji,Jan 1st 75,-13.42256,33.11103
SA090763,Madalitso Private Clinic,Madalitso,Private,Clinic,Functional,Central East Zone,Salima,Jan 1st 75,-13.78414,34.45409
MG200764,Madalitso Pvt Clinic,Madalitso Pvt Clinic,Private,Dispensary,Functional,South West Zone,Mangochi,Jan 1st 75,-14.1067221,34.9154986
MZ160765,Madede Health Centre,Madede,Government,Health Centre,Functional,North Zone,Mzimba,Jan 11th 76,-11.53894,33.29456
BT240766,Madina Social Services,Madinah social services - Ndirande,Non-Government,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.77621,35.03847
MG200767,Madinah Social Services Mobile Clinic,Madinah Social Services Mobile Clinic,Private,Dispensary,Functional,South West Zone,Mangochi,Jan 1st 75,,
MZ160768,Madise I,Madise,Government,Health Post,Functional,North Zone,Mzimba,Jan 1st 75,-11.263586,33.780672
DA020769,Madisi Mission Hospital,madisi,Christian Health Association of Malawi (CHAM),Hospital,Functional,Central East Zone,Dowa,Dec 31st 85,-13.40712,33.60813
BT240770,Madziabango Health Centre,Madziabango,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.9678,34.90825
ZA230771,Maera Health Centre,Maera,Government,Health Centre,Functional,South West Zone,Zomba,Sep 30th 15,-15.50987,35.1315
CK270772,Mafale,mafale,Government,Dispensary,Non-functional,South East Zone,Chikwawa,Jan 1st 75,-16.286443,34.838562
SA090773,MAFCO,MAFCO,Government,Health Centre,Functional,Central East Zone,Salima,Dec 30th 74,-13.78419,34.60338
TH310774,Mafisi Health Centre,Mafisi,Private,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,-16.06805,35.25101
KU070775,Mafuphinzi,Mafumphizi,Government,Health Post,Non-functional,Central East Zone,Kasungu,Jan 1st 75,-12.708423,33.437599
NE290776,Magaleta Health Centre,Magaleta,Government,Health Centre,Functional,South East Zone,Neno,Jan 1st 75,-15.3951395,34.6539354
MG200777,Maganga,Maganga,Private,Dispensary,Functional,South West Zone,Mangochi,Jan 1st 75,-13.6673082,34.8498272
SA090778,Maganga Health Centre,Maganga,Government,Health Centre,Functional,Central East Zone,Salima,Jan 1st 75,-13.84681,34.5591
ZA230779,Magomero Rural Hospital,Magomero,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Zomba,Jan 1st 40,-15.56147,35.26101
TH310780,Mangunda Health Centre,Mangunda,Government,Health Centre,Functional,South East Zone,Thyolo,Dec 30th 74,-16.02884,35.26166
CP060781,Mahowe Health Centre,Mahowe,Government,Health Centre,Functional,North Zone,Chitipa,Sep 23rd 17,-10.183192,33.690349
DE030782,MAIC,MAIC,Government,Health Post,Functional,Centrals West Zone,Dedza,Jan 1st 75,,
CK270783,"Mainjeni, Fyson W D. Fema Priv",Fema,Private,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,-16.26676,35.06284
CK270784,Majete 1 Health Centre,Majete,Government,Health Centre,Functional,South East Zone,Chikwawa,Jan 1st 75,,
TH310785,Makande,Makande,Government,Health Post,Functional,South East Zone,Thyolo,Jan 1st 75,,
MG200786,Makanjira Health Centre,Makanjira,Government,Health Centre,Functional,South West Zone,Mangochi,Jan 1st 75,-13.7152548,35.0473141
TH310787,Makapwa Health Centre,Makapwa Health Centre,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Thyolo,Jan 1st 75,-16.18199,35.27984
BT240788,Makata Health Centre,Makata,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.62996,35.07964
NS300789,Makhanga Health Centre,Makhanga,Government,Health Centre,Functional,South East Zone,Nsanje,Jan 1st 75,-16.33721,35.09671
BT240790,Makhetha,Makhetha health centre,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15.62996,35.07964
CK270791,Makhwira Health Centre,Makhwira,Government,Health Centre,Functional,South East Zone,Chikwawa,Jan 1st 75,-16.19483,35.01065
SA090792,Makiyoni Health Centre,Makiyoni,Government,Health Centre,Functional,Central East Zone,Salima,Jan 1st 75,-13.58599,34.197
BK170793,Makunganya Private Clinic,Maku private Clinic,Private,Clinic,Functional,South West Zone,Balaka,Jan 1st 11,-14.98521,34.94269
TH310794,Makungwa Health Centre,Makungwa,Government,Health Centre,Functional,South East Zone,Thyolo,Jan 1st 75,-15.901417,34.9625479
ZA230795,Makwapala Health Centre,Mwakwapala,Government,Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,-15.36938,35.4506
BT240796,Promenade medical centre,Promedence ,Private,Clinic,Functional,South East Zone,Blantyre,Aug 1st 16,-15.75017,35.0805
TH310797,Makwasa Estate Clinic,Makwasa Estate Clinic,Private,Dispensary,Functional,South East Zone,Thyolo,Jan 1st 75,-13,33
TH310798,Makwasa Estate Clinic,Dispensory,Other,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,-16.19476,35.10564
BT240799,Malabada health centre,Malabada,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,-15,33
MG200800,Malalwi Army Marine Dispensary,Malawi Army Marine,Government,Dispensary,Non-functional,South West Zone,Mangochi,Jan 1st 75,-14.073,34.91684
NT080801,Malambo Health Centre,Malambo,Christian Health Association of Malawi (CHAM),Health Centre,Functional,Central East Zone,Ntchisi,Jul 10th 18,-13.21307,33.76244
BT240802,Malamulo Day - Amina,Malamulo day Amina,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,-15.80361,35.07471
TH310803,Malamulo Mission Hospital,Malamulo Mission Hospital,Christian Health Association of Malawi (CHAM),Hospital,Functional,South East Zone,Thyolo,Jan 1st 75,-16.17155,35.11011
CR260804,Malavi Dispensary,Malavi,Government,Dispensary,Functional,South East Zone,Chiradzulu,Dec 30th 74,-15.83686,35.14867
LL040805,Malawi Institute of Management Clinic,Malawi Institute of Management,Private,Dispensary,Functional,Centrals West Zone,Lilongwe,Jan 1st 75,,
